,location,price,entered,updated,views,link
1353,"Park Boulevard, Tyrellstown, Blanchardstown, Dublin 15, West Co. Dublin",1924.0,"Jun 30, 2020",24.07.2020,1763,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/park-boulevard-tyrellstown-blanchardstown-dublin-2045553/
1354,"Ballyowen Hall, Lucan, West Co. Dublin",1925.0,"Jun 30, 2020",24.07.2020,1463,http://www.daft.ie/dublin/apartments-for-rent/lucan/ballyowen-hall-lucan-dublin-2045672/
1355,"Apartment 134 Seamount, Blackrock, Co. Dublin, Blackrock, South Co. Dublin",1929.0,"Jul 21, 2020",24.07.2020,426,http://www.daft.ie/dublin/apartments-for-rent/blackrock/apartment-134-seamount-blackrock-co-dublin-blackrock-dublin-2052629/
1356,"Whiteoaks, Clonskeagh, Dublin 14, South Dublin City",1930.0,"Jul 22, 2020",24.07.2020,190,http://www.daft.ie/dublin/apartments-for-rent/clonskeagh/whiteoaks-clonskeagh-dublin-2053182/
1357,"75 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1938.0,"Jul 14, 2020",26.07.2020,476,http://www.daft.ie/dublin/apartments-for-rent/rathgar/75-rathgar-road-rathgar-dublin-2050547/
1358,"Ph08 The Maple, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1940.0,,24.07.2020,3140,http://www.daft.ie/dublin/apartments-for-rent/sandyford/ph08-the-maple-beacon-south-quarter-sandyford-dublin-2035902/
1359,"The Pines, Herbert Park Lane, Dublin 4, South Dublin City",1947.0,"Jul 21, 2020",24.07.2020,157,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/the-pines-herbert-park-lane-dublin-4-dublin-2052869/
1360,"Apartment 18, Saint Anne'S Apartments, Saint Anne'S, Northbrook Road, Ranelagh, Dublin 6, South Dublin City",1950.0,"Jul 17, 2020",25.07.2020,317,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/apartment-18-saint-annes-apartments-saint-annes-northbrook-road-ranelagh-dublin-2051802/
1361,"Westland Square, Dublin 2, Dublin City Centre",1950.0,"Jun 05, 2020",24.07.2020,987,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/westland-square-dublin-2-dublin-2036687/
1362,"74 De Selby Crescent, Tallaght, Tallaght, Dublin 24, South Co. Dublin",1950.0,,24.07.2020,2003,http://www.daft.ie/dublin/houses-for-rent/tallaght/74-de-selby-crescent-tallaght-tallaght-dublin-2037934/
1363,"The Richmond, North Brunswick St, Dublin 7, Smithfield, Dublin 7, Dublin City Centre",1950.0,"Jun 19, 2020",16.07.2020,847,http://www.daft.ie/dublin/apartments-for-rent/smithfield/the-richmond-north-brunswick-st-dublin-7-smithfield-dublin-2042104/
1364,"Marina Village, Malahide, North Co. Dublin",1950.0,,25.07.2020,676,http://www.daft.ie/dublin/apartments-for-rent/malahide/marina-village-malahide-dublin-2048965/
1367,"Alexander Court, Fenian Street, Dublin 2, Dublin City Centre",1950.0,"May 27, 2020",25.07.2020,721,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/alexander-court-fenian-street-dublin-2-dublin-2034022/
1368,"Brehon House, Main Street, Blanchardstown, Dublin 15, West Co. Dublin",1950.0,,25.07.2020,442,http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/apartment-7-brehon-house-main-street-blanchardstown-dublin-2038201/
1369,"The Cubes 1, Sandyford, Dublin 18, South Co. Dublin",1950.0,"May 02, 2020",23.07.2020,1582,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-cubes-1-sandyford-dublin-2026335/
1370,"The Old Distillery, Smithfield, Dublin 1, Dublin City Centre",1950.0,,24.07.2020,501,http://www.daft.ie/dublin/apartments-for-rent/smithfield/the-old-distillery-smithfield-dublin-2043995/
1371,"The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1950.0,,24.07.2020,404,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-cubes-1-beacon-south-quarter-sandyford-dublin-2051314/
1372,"Apt 6, 54 Thomas Street, Christchurch, Dublin 8, Dublin City Centre",1950.0,"Dec 11, 2019",23.07.2020,1858,http://www.daft.ie/dublin/apartments-for-rent/christchurch/apt-6-54-thomas-street-christchurch-dublin-1989905/
1373,"50 Oakley Road, Ranelagh, Dublin 6, South Dublin City",1950.0,"May 29, 2020",24.07.2020,3973,http://www.daft.ie/dublin/apartments-for-rent/ranelagh/50-oakley-road-ranelagh-dublin-2034641/
1374,"The Windmill, Sir John Rogerson'S Quay, Dublin 2, Dublin City Centre",1950.0,"Jun 11, 2020",24.07.2020,2711,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-windmill-sir-john-rogersons-quay-dublin-2-dublin-2038920/
1375,"57 Rathgar Road, Rathgar, Dublin 6, South Dublin City",1950.0,"Jul 06, 2020",25.07.2020,919,http://www.daft.ie/dublin/apartments-for-rent/rathgar/57-rathgar-road-rathgar-dublin-2047813/
1376,"Smithfield Market, Dublin 7, North Dublin City",1950.0,"Jun 26, 2020",24.07.2020,323,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/smithfield-market-dublin-7-dublin-2044414/
1377,"The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18, South Co. Dublin",1950.0,"Jul 01, 2020",22.07.2020,618,http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-cubes-1-beacon-south-quarter-sandyford-dublin-2046059/
1378,"Moylaragh Drive, Balbriggan, North Co. Dublin",1950.0,"Feb 19, 2020",03.07.2020,3508,http://www.daft.ie/dublin/houses-for-rent/balbriggan/moylaragh-drive-balbriggan-dublin-2007323/
1379,"43 Pimlico, Dublin 8, South Dublin City",1950.0,,24.07.2020,303,http://www.daft.ie/dublin/houses-for-rent/dublin-8/43-pimlico-dublin-8-dublin-2053530/
1380,"Custom House Harbour, Dublin 1, Dublin City Centre",1950.0,"Jul 20, 2020",26.07.2020,174,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/custom-house-harbour-dublin-1-dublin-2052462/
1381,"Malahide Marina, Malahide, North Co. Dublin",1950.0,,23.07.2020,1098,http://www.daft.ie/dublin/apartments-for-rent/malahide/malahide-marina-malahide-dublin-2018761/
1382,"Malton House, Customs House Square, Mayor Street, Ifsc, Dublin 1, Dublin City Centre",1950.0,"Jun 16, 2020",24.07.2020,774,http://www.daft.ie/dublin/apartments-for-rent/ifsc/malton-house-customs-house-square-mayor-street-ifsc-dublin-2040674/
1383,"Apartment 20, Block 2, Parklands, Santry, Dublin 9, North Dublin City",1950.0,"Jul 20, 2020",21.07.2020,460,http://www.daft.ie/dublin/apartments-for-rent/santry/apartment-20-block-2-parklands-santry-dublin-2052471/
1384,"Xx Dãºn Saithne View, Flemington Lane, Balbriggan, North Co. Dublin",1950.0,"Jul 03, 2020",03.07.2020,734,http://www.daft.ie/dublin/houses-for-rent/balbriggan/xx-dn-saithne-view-flemington-lane-balbriggan-dublin-2046986/
1385,"40 Russell Avenue, Drumcondra, Dublin 3, North Dublin City",1950.0,"Jun 22, 2020",23.07.2020,1228,http://www.daft.ie/dublin/houses-for-rent/drumcondra/40-russell-avenue-drumcondra-dublin-2042774/
1386,"Clon Brugh, Aikens Village, Sandyford, Dublin 18, South Co. Dublin",1950.0,"Jul 11, 2020",26.07.2020,473,http://www.daft.ie/dublin/apartments-for-rent/sandyford/clon-brugh-aikens-village-sandyford-dublin-2049514/
1388,"Fortuneslawn, Citywest, West Co. Dublin",1950.0,"Jul 17, 2020",23.07.2020,451,http://www.daft.ie/dublin/apartments-for-rent/citywest/fortuneslawn-citywest-dublin-2051702/
1389,"Pembroke Square, Grand Canal Street, Dublin 4, South Dublin City",1950.0,"Jun 16, 2020",21.07.2020,1338,http://www.daft.ie/dublin/apartments-for-rent/dublin-4/pembroke-square-grand-canal-street-dublin-4-dublin-2040840/
1390,"Ashbrook, Howth Road, Dublin 3, North Dublin City",1950.0,"Jul 20, 2020",24.07.2020,251,http://www.daft.ie/dublin/apartments-for-rent/dublin-3/ashbrook-howth-road-dublin-3-dublin-2052493/
1391,"81 The Holly, Dundrum, Dublin 14, South Dublin City",1950.0,"May 23, 2020",24.07.2020,2055,http://www.daft.ie/dublin/apartments-for-rent/dundrum/81-the-holly-dundrum-dublin-2032633/
1392,"2 Emmet Street, North Circular Road, Dublin 1, North Dublin City",1950.0,"Jul 23, 2020",23.07.2020,285,http://www.daft.ie/dublin/houses-for-rent/north-circular-road/2-emmet-street-north-circular-road-dublin-2053566/
1393,"Windmill Lane Sir John Rogersons Quay, Dublin 2, Dublin City Centre",1950.0,,24.07.2020,2169,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/windmill-lane-sir-john-rogersons-quay-dublin-2-dublin-2023066/
1394,"58 Roebuck Castle, Clonskeagh, Dublin 14, South Dublin City",1950.0,"Jul 22, 2020",23.07.2020,678,http://www.daft.ie/dublin/houses-for-rent/clonskeagh/58-roebuck-castle-clonskeagh-dublin-2053202/
1395,"456 Castleforbes Square, Ifsc, Dublin 1, Dublin City Centre",1950.0,,25.07.2020,1109,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/456-castleforbes-square-ifsc-dublin-1-dublin-2041583/
1396,"Pearse Street Dublin, Dublin 2, Dublin City Centre",1950.0,"May 25, 2020",04.06.2020,1003,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/pearse-street-dublin-dublin-2-dublin-2033094/
1397,"34 Haddington Square, Beggars Bush, Haddington Rd, Ballsbridge, Dublin 4, South Dublin City",1950.0,"Jun 30, 2020",24.07.2020,916,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/34-haddington-square-beggars-bush-haddington-rd-ballsbridge-dublin-2045485/
1398,"Willowbank, Dundrum, Dublin 14, South Dublin City",1950.0,,22.07.2020,565,http://www.daft.ie/dublin/houses-for-rent/dundrum/willowbank-dundrum-dublin-2050828/
1399,"Cedarhurst Road, Phoenix Park Racecourse, Castleknock, Dublin 15, West Co. Dublin",1950.0,"Jul 22, 2020",22.07.2020,214,http://www.daft.ie/dublin/apartments-for-rent/castleknock/cedarhurst-road-phoenix-park-racecourse-castleknock-dublin-2053205/
1400,"22 Hastings Street, Ringsend, Ringsend, Dublin 4, South Dublin City",1950.0,,24.07.2020,1318,http://www.daft.ie/dublin/houses-for-rent/ringsend/22-hastings-street-ringsend-ringsend-dublin-2036375/
1401,"The Asgard, Custom House Harbour, Ifsc, Dublin 1, Dublin City Centre",1950.0,,24.07.2020,1043,http://www.daft.ie/dublin/apartments-for-rent/ifsc/the-asgard-custom-house-harbour-ifsc-dublin-2033158/
1402,"Shanard Road, Santry, Dublin 9, North Dublin City",1950.0,"Jul 15, 2020",25.07.2020,1477,http://www.daft.ie/dublin/houses-for-rent/santry/shanard-road-santry-dublin-2050921/
1403,"Dun Emer Avenue, Lusk, North Co. Dublin",1950.0,"Jul 17, 2020",25.07.2020,859,http://www.daft.ie/dublin/houses-for-rent/lusk/dun-emer-avenue-lusk-dublin-2051807/
1404,"The Aston Building, Temple Bar, Dublin 2, Dublin City Centre",1950.0,"Jul 06, 2020",24.07.2020,521,http://www.daft.ie/dublin/apartments-for-rent/temple-bar/apartment-3-the-aston-building-temple-bar-dublin-2047531/
1405,"Tivoli Terrace, Dun Laoghaire, South Co. Dublin",1950.0,,25.07.2020,21875,http://www.daft.ie/dublin/houses-for-rent/dun-laoghaire/tivoli-terrace-dun-laoghaire-dublin-1919360/
1406,"The Landsdowne, Pembroke Square, Ballsbridge, Dublin 4, South Dublin City",1950.0,"Jul 21, 2020",22.07.2020,443,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/the-landsdowne-pembroke-square-ballsbridge-dublin-2052740/
1407,"Apt 9, Block 11, Clarion Quay, Ifsc, Dublin 1, Dublin City Centre",1950.0,,22.07.2020,1699,http://www.daft.ie/dublin/apartments-for-rent/ifsc/apt-9-block-11-clarion-quay-ifsc-dublin-2033973/
1408,"Apartment, Sutton Court, Sutton, Dublin 13, North Dublin City",1950.0,"Jul 13, 2020",21.07.2020,271,http://www.daft.ie/dublin/apartments-for-rent/sutton/apartment-sutton-court-sutton-dublin-2050260/
1409,"Galloping Green, Blackrock, South Co. Dublin",1950.0,"Jun 09, 2020",10.07.2020,2077,http://www.daft.ie/dublin/apartments-for-rent/blackrock/galloping-green-blackrock-dublin-2037996/
1410,"Pembroke Cottages, Donnybrook, Donnybrook, Dublin 4, South Dublin City",1950.0,,24.07.2020,501,http://www.daft.ie/dublin/houses-for-rent/donnybrook/pembroke-cottages-donnybrook-donnybrook-dublin-2053971/
1411,"20 Liffey Street Lower, Dublin 1, Dublin City Centre",1950.0,"May 28, 2020",23.07.2020,553,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/20-liffey-street-lower-dublin-1-dublin-2034392/
1412,"Grosvenor Square, Rathmines, Dublin 6, South Dublin City",1950.0,"Jul 06, 2020",24.07.2020,1441,http://www.daft.ie/dublin/apartments-for-rent/rathmines/grosvenor-square-rathmines-dublin-2047792/
1413,"Beacon South Quarter, Sandyford, Dublin 18, Sandyford, Dublin 18, South Co. Dublin",1950.0,"Jul 20, 2020",26.07.2020,475,http://www.daft.ie/dublin/apartments-for-rent/sandyford/beacon-south-quarter-sandyford-dublin-18-sandyford-dublin-2052392/
1414,"5 Saint Joseph'S Square, Clontarf, Dublin 3, North Dublin City",1950.0,"Jun 25, 2020",24.07.2020,1290,http://www.daft.ie/dublin/houses-for-rent/clontarf/5-saint-josephs-square-clontarf-dublin-2044077/
1415,"Smithfield Market, Smithfield, Dublin 1, Dublin City Centre",1950.0,"Jun 10, 2020",24.07.2020,632,http://www.daft.ie/dublin/apartments-for-rent/smithfield/smithfield-market-smithfield-dublin-2038459/
1416,"The Walk, Robswall, Malahide, North Co. Dublin",1950.0,"Jul 25, 2020",25.07.2020,95,http://www.daft.ie/dublin/apartments-for-rent/malahide/the-walk-robswall-malahide-dublin-2054064/
1417,"Phoenix Park Racecourse, Castleknock, Dublin 15, West Co. Dublin",1950.0,"Jun 21, 2020",23.07.2020,1034,http://www.daft.ie/dublin/apartments-for-rent/castleknock/phoenix-park-racecourse-castleknock-dublin-2042436/
1418,"19 Riverstown House, Spencer Dock, Dublin 1, Dublin City Centre",1950.0,"Jul 10, 2020",22.07.2020,210,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/19-riverstown-house-spencer-dock-dublin-1-dublin-2049258/
1419,"Top Flat, Merrion Road, Ballsbridge, Dublin 4, South Dublin City",1950.0,,24.07.2020,862,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/top-flat-merrion-road-ballsbridge-dublin-2052881/
1420,"Grove Park, Rathmines, Dublin 6, South Dublin City",1950.0,"May 29, 2020",24.07.2020,864,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-2-22-grove-park-rathmines-dublin-2034664/
1421,"Leinster Square, Rathmines, Dublin 6, South Dublin City",1950.0,"Jun 26, 2020",26.07.2020,878,http://www.daft.ie/dublin/apartments-for-rent/rathmines/leinster-square-rathmines-dublin-2044416/
1422,"108 Rathlin House, Custom House Square, Ifsc, Dublin 1, Dublin City Centre",1950.0,"Jul 23, 2020",25.07.2020,318,http://www.daft.ie/dublin/apartments-for-rent/ifsc/108-rathlin-house-custom-house-square-ifsc-dublin-2053425/
1423,"The Millhouse, The Steelworks, Foley Street, Dublin 1, Dublin City Centre",1950.0,"Jun 11, 2020",24.07.2020,1923,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/the-millhouse-the-steelworks-foley-street-dublin-1-dublin-2039006/
1424,"21, Church Road, Dalkey, South Co. Dublin",1950.0,"Jul 25, 2020",25.07.2020,93,http://www.daft.ie/dublin/apartments-for-rent/dalkey/21-church-road-dalkey-dublin-2054103/
1425,"Smyth Gardens, York Road, Dun Laoghaire, South Co. Dublin",1950.0,"Jul 10, 2020",23.07.2020,701,http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/smyth-gardens-york-road-dun-laoghaire-dublin-2049333/
1426,"Hillsbrook Avenue, Perrystown, Dublin 12, South Dublin City",1950.0,"Jul 21, 2020",21.07.2020,874,http://www.daft.ie/dublin/houses-for-rent/perrystown/hillsbrook-avenue-perrystown-dublin-2052928/
1427,"Hampton Gardens Crescent, Balbriggan, North Co. Dublin",1950.0,"May 29, 2020",20.07.2020,1679,http://www.daft.ie/dublin/apartments-for-rent/balbriggan/hampton-gardens-crescent-balbriggan-dublin-2034741/
1428,"Apartment 156, Block A3, Smithfield, Dublin 1, Dublin City Centre",1950.0,"Jul 01, 2020",23.07.2020,580,http://www.daft.ie/dublin/apartments-for-rent/smithfield/apartment-156-block-a3-smithfield-dublin-2046154/
1429,"Clifden Court, Dublin 7, North Dublin City",1950.0,,24.07.2020,534,http://www.daft.ie/dublin/apartments-for-rent/dublin-7/clifden-court-dublin-7-dublin-2047963/
1430,"Bertram Court, Christchurch, Dublin 8, Dublin City Centre",1950.0,,23.07.2020,143,http://www.daft.ie/dublin/apartments-for-rent/christchurch/bertram-court-christchurch-dublin-2052467/
1431,"Patrickst South City Centre, Dublin 2, Dublin City Centre",1950.0,"May 19, 2020",25.07.2020,776,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/patrickst-south-city-centre-dublin-2-dublin-2031249/
1432,"La Rochelle, High Street, Christchurch, Dublin 8, Dublin City Centre",1950.0,"Jun 28, 2020",24.07.2020,1037,http://www.daft.ie/dublin/apartments-for-rent/christchurch/la-rochelle-high-street-christchurch-dublin-2044783/
1433,"St. Audeon'S Terrace, Christchurch, Dublin 8, Dublin City Centre",1950.0,"Apr 02, 2020",21.07.2020,5479,http://www.daft.ie/dublin/houses-for-rent/christchurch/st-audeons-terrace-christchurch-dublin-2019242/
1434,"Norseman Court, Manor Street, Stoneybatter, Dublin 7, North Dublin City",1950.0,"Jun 22, 2020",24.07.2020,859,http://www.daft.ie/dublin/apartments-for-rent/stoneybatter/norseman-court-manor-street-stoneybatter-dublin-2042727/
1435,"Alexandra Quay, Ringsend, Dublin 4, South Dublin City",1950.0,"Jul 22, 2020",22.07.2020,215,http://www.daft.ie/dublin/apartments-for-rent/ringsend/alexandra-quay-ringsend-dublin-2053154/
1436,"The Northumberlands, Lower Mount Street, Love Lane, Dublin 2, Dublin City Centre",1950.0,,22.07.2020,1031,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-northumberlands-lower-mount-street-love-lane-dublin-2-dublin-2040808/
1437,"Apart At Arthur Mayne'S, 48/50 Donnybrook Road, Donnybrook, Dublin 4, South Dublin City",1950.0,"Jul 07, 2020",23.07.2020,788,http://www.daft.ie/dublin/apartments-for-rent/donnybrook/apart-at-arthur-maynes-4850-donnybrook-road-donnybrook-dublin-2048101/
1438,"Apartment 33, Newmarket Square, Dublin 8, South Dublin City",1950.0,"Jul 26, 2020",26.07.2020,34,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/apartment-33-newmarket-square-dublin-8-dublin-2054228/
1439,"Flat 2, 22 Grove Park, Rathmines, Dublin 6, South Dublin City",1950.0,,25.07.2020,170,http://www.daft.ie/dublin/apartments-for-rent/rathmines/flat-2-22-grove-park-rathmines-dublin-2053192/
1440,"Clarion Quay Bl 5, Dublin 1, Dublin City Centre",1950.0,"Jun 03, 2020",23.07.2020,432,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/clarion-quay-bl-5-dublin-1-dublin-2035990/
1441,"Kellys Row, Dublin 1, Dublin City Centre",1950.0,"Jul 20, 2020",22.07.2020,268,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/kellys-row-dublin-1-dublin-2052533/
1442,"Glenesky Square, Castleknock, Dublin 15, West Co. Dublin",1950.0,"Jun 23, 2020",24.07.2020,1168,http://www.daft.ie/dublin/apartments-for-rent/castleknock/phoenix-park-avenue-castleknock-dublin-2043069/
1443,"Melville Drive, Meakstown, Dublin 11, Finglas, Dublin 11, North Dublin City",1950.0,"Jul 22, 2020",24.07.2020,412,http://www.daft.ie/dublin/houses-for-rent/finglas/melville-drive-meakstown-dublin-11-finglas-dublin-2053203/
1444,"10 Eaton Way, Rathcoole Village, Rathcoole, South Co. Dublin",1950.0,"Jul 05, 2020",26.07.2020,444,http://www.daft.ie/dublin/apartments-for-rent/rathcoole/10-eaton-way-rathcoole-village-rathcoole-dublin-2047255/
1448,"Wellington Quay, Dublin 2, Dublin City Centre",450.0,"Apr 14, 2020",24.07.2020,798,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/wellington-quay-dublin-2-dublin-2021806/
1449,"Temple Bar Lane, Dublin 2, Dublin City Centre",450.0,"Apr 14, 2020",24.07.2020,1228,http://www.daft.ie/dublin/apartments-for-rent/dublin-2/temple-bar-lane-dublin-2-dublin-2021810/
1450,"Bushy Park Apartments, Terenure, Terenure, Dublin 6, South Dublin City",1960.0,,24.07.2020,1084,http://www.daft.ie/dublin/apartments-for-rent/terenure/bushy-park-apartments-terenure-terenure-dublin-2041947/
1451,"8 Grand Central, Sandyford, Dublin 18, South Co. Dublin",1960.0,,24.07.2020,197,http://www.daft.ie/dublin/apartments-for-rent/sandyford/8-grand-central-sandyford-dublin-2053323/
1452,"Apartment 41, Xavier Court, 21",1965.0,,24.07.2020,364,http://www.daft.ie/dublin/apartments-for-rent/dublin-1/apartment-41-xavier-court-21-25-sherrard-street-dublin-1-dublin-2052391/
1453,"Apartment 98, Block B, Ashbrook, Howth Road, Clontarf, Dublin 3, North Dublin City",1968.0,,24.07.2020,330,http://www.daft.ie/dublin/apartments-for-rent/clontarf/apartment-98-block-b-ashbrook-howth-road-clontarf-dublin-2045890/
